aaoID,dept,matter,
20111214,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20120209,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20130325,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20130516,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20130918,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20131003,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20141223,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20150709,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20150930,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20160901,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20161027,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20170413,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20171130,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20171220,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20180419,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20180510,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20180828,THE DEPARTMENT OF THE TREASURY,Currency and legal tender,
20130918,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20131003,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20141223,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20150709,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20150930,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20160901,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20161027,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20170413,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20171130,THE DEPARTMENT OF IMMIGRATION AND BORDER PROTECTION,Customs and border control other than quarantine and inspection,
20071203,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20080125,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20080501,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20100308,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20100506,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20100629,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20100914,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20101014,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20111019,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20111207,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20111214,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20120209,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20130325,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20130516,THE ATTORNEY GENERAL'S DEPARTMENT,"Customs and border control other than quarantine and inspection, and immigration",
20100914,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20101014,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20111019,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20111207,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20111214,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20120209,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20130325,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20130516,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20130918,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20131003,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20141223,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20150709,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20160901,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20161027,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20170413,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20171130,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20171220,THE DEPARTMENT OF HOME AFFAIRS,Cyber policy co-ordination,
20180419,THE DEPARTMENT OF HOME AFFAIRS,Cyber policy co-ordination,
20180510,THE DEPARTMENT OF HOME AFFAIRS,Cyber policy co-ordination,
20180828,THE DEPARTMENT OF HOME AFFAIRS,Cyber policy co-ordination,
20150930,THE DEPARTMENT OF THE PRIME MINISTER AND CABINET,Cyber policy co-ordination,
20071203,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20080125,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20080501,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20100308,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20100506,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20100629,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20100914,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20101014,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20111019,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20111207,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20111214,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20120209,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20130325,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20130516,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20130918,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20131003,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20141223,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20150709,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20150930,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20160901,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20161027,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20170413,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20171130,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20171220,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20180419,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20180510,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20180828,THE DEPARTMENT OF VETERANS' AFFAIRS (Part of the Defence Portfolio),Defence Service Homes,
20100914,THE DEPARTMENT OF DEFENCE,"Defence, including - international defence relations and defence co-operation; defence scientific research and development; defence capability plan acquisitions and sustainment; defence industry development and co-operation",
20071203,THE DEPARTMENT OF DEFENCE,"Defence, including - international defence relations and defence co-operation; defence scientific research and development; defence procurement and purchasing, including offsets for defence purposes; defence industry development and co-operation
",
20080125,THE DEPARTMENT OF DEFENCE,"Defence, including - international defence relations and defence co-operation; defence scientific research and development; defence procurement and purchasing, including offsets for defence purposes; defence industry development and co-operation
",
